Tanggal,Kategori,Is_Expense,Total Pemasukan,Total Pengeluaran,Keuntungan
5/2/2022,Pengandaan Barang,0,39857000,0,12080631000
5/3/2022,Pengiriman,1,0,16334000,12064297000
5/4/2022,Pembelian Barang,1,0,16430000,12047867000
5/4/2022,Pengandaan Barang,0,39469000,0,12087336000
5/4/2022,Pengiriman,1,0,5505000,12081831000
5/5/2022,Pengandaan Barang,0,38754000,0,12120585000
5/6/2022,Pembelian Barang,1,0,7157000,12113428000
5/7/2022,Pengandaan Barang,0,39006000,0,12152434000
5/7/2022,Pengiriman,1,0,16127000,12136307000
5/8/2022,Pengiriman,1,0,17179000,12119128000
5/8/2022,Pengiriman,1,0,13399000,12105729000
5/8/2022,Jasa Pemasangan,0,39654000,0,12145383000
5/9/2022,Pengiriman,1,0,19873000,12125510000
5/10/2022,Jasa Pemasangan,0,39083000,0,12164593000
5/10/2022,Pengiriman,1,0,18352000,12146241000
5/10/2022,Pengandaan Barang,0,39369000,0,12185610000
5/11/2022,Pengandaan Barang,0,40000000,0,12225610000
5/12/2022,Pembelian Barang,1,0,5999000,12219611000
5/13/2022,Pengandaan Barang,0,40000000,0,12259611000
5/14/2022,Pengandaan Barang,0,40000000,0,12299611000
5/14/2022,Pengiriman,1,0,17152000,12282459000
5/15/2022,Pengandaan Barang,0,40000000,0,12322459000
5/15/2022,Pembelian Barang,1,0,10483000,12311976000
5/15/2022,Pengandaan Barang,0,39376000,0,12351352000
5/16/2022,Jasa Pemasangan,0,39985000,0,12391337000
5/16/2022,Pembelian Barang,1,0,19409000,12371928000
5/16/2022,Jasa Pemasangan,0,40000000,0,12411928000
5/17/2022,Pengandaan Barang,0,40000000,0,12451928000
5/17/2022,Pengandaan Barang,0,40000000,0,12491928000
5/17/2022,Jasa Pemasangan,0,39477000,0,12531405000
5/18/2022,Pengandaan Barang,0,40000000,0,12571405000
5/18/2022,Jasa Pemasangan,0,40000000,0,12611405000
5/18/2022,Pengandaan Barang,0,40000000,0,12651405000
5/19/2022,Jasa Pemasangan,0,39651000,0,12691056000
5/20/2022,Pengandaan Barang,0,40000000,0,12731056000
5/21/2022,Jasa Pemasangan,0,39072000,0,12770128000
5/21/2022,Pengandaan Barang,0,40000000,0,12810128000
5/21/2022,Pengiriman,1,0,7475000,12802653000
5/22/2022,Jasa Pemasangan,0,40000000,0,12842653000
5/22/2022,Pengandaan Barang,0,40000000,0,12882653000
5/22/2022,Jasa Pemasangan,0,40000000,0,12922653000
5/23/2022,Pengandaan Barang,0,39407000,0,12962060000
5/23/2022,Pengandaan Barang,0,40000000,0,13002060000
5/24/2022,Pengandaan Barang,0,40000000,0,13042060000
5/25/2022,Pembelian Barang,1,0,14650000,13027410000
5/26/2022,Jasa Pemasangan,0,40000000,0,13067410000
5/27/2022,Pembelian Barang,1,0,8133000,13059277000
5/27/2022,Jasa Pemasangan,0,40000000,0,13099277000
5/28/2022,Pembelian Barang,1,0,16349000,13082928000
5/28/2022,Pembelian Barang,1,0,9085000,13073843000
5/29/2022,Jasa Pemasangan,0,40000000,0,13113843000
5/30/2022,Pengiriman,1,0,18432000,13095411000
5/31/2022,Pembelian Barang,1,0,11814000,13083597000
6/1/2022,Pembelian Barang,1,0,16580000,13067017000
6/2/2022,Jasa Pemasangan,0,40000000,0,13107017000
6/2/2022,Pembelian Barang,1,0,19861000,13087156000
6/3/2022,Pengiriman,1,0,5619000,13081537000
6/4/2022,Pengiriman,1,0,18576000,13062961000
6/5/2022,Pembelian Barang,1,0,12069000,13050892000
6/6/2022,Pengiriman,1,0,14283000,13036609000
6/6/2022,Pengiriman,1,0,13931000,13022678000
6/7/2022,Pembelian Barang,1,0,6871000,13015807000
6/8/2022,Pengiriman,1,0,19374000,12996433000
6/8/2022,Pengiriman,1,0,8577000,12987856000
6/9/2022,Pengandaan Barang,0,39053000,0,13026909000
6/9/2022,Pembelian Barang,1,0,16733000,13010176000
6/10/2022,Pembelian Barang,1,0,12654000,12997522000
6/10/2022,Jasa Pemasangan,0,39580000,0,13037102000
6/11/2022,Pembelian Barang,1,0,7695000,13029407000
6/12/2022,Pengandaan Barang,0,39426000,0,13068833000
6/12/2022,Pembelian Barang,1,0,6321000,13062512000
6/13/2022,Pengiriman,1,0,18006000,13044506000
6/14/2022,Jasa Pemasangan,0,39869000,0,13084375000
6/14/2022,Pengandaan Barang,0,39744000,0,13124119000
6/14/2022,Jasa Pemasangan,0,40000000,0,13164119000
6/15/2022,Jasa Pemasangan,0,40000000,0,13204119000
6/16/2022,Jasa Pemasangan,0,40000000,0,13244119000
6/16/2022,Pengiriman,1,0,13405000,13230714000
6/16/2022,Pembelian Barang,1,0,7411000,13223303000
6/17/2022,Pembelian Barang,1,0,7701000,13215602000
6/17/2022,Jasa Pemasangan,0,39592000,0,13255194000
6/18/2022,Jasa Pemasangan,0,38869000,0,13294063000
6/19/2022,Pengandaan Barang,0,40000000,0,13334063000
6/20/2022,Pengiriman,1,0,10731000,13323332000
6/21/2022,Pengandaan Barang,0,40000000,0,13363332000
6/21/2022,Pengandaan Barang,0,40000000,0,13403332000
6/21/2022,Pembelian Barang,1,0,5625000,13397707000
6/22/2022,Pengandaan Barang,0,39099000,0,13436806000
6/23/2022,Pengiriman,1,0,19148000,13417658000
6/23/2022,Pembelian Barang,1,0,16186000,13401472000
6/24/2022,Pembelian Barang,1,0,7125000,13394347000
6/24/2022,Pengandaan Barang,0,40000000,0,13434347000
6/24/2022,Pengandaan Barang,0,40000000,0,13474347000
6/25/2022,Pembelian Barang,1,0,8105000,13466242000
6/26/2022,Pengandaan Barang,0,40000000,0,13506242000
6/26/2022,Pengiriman,1,0,9147000,13497095000
6/26/2022,Pembelian Barang,1,0,12402000,13484693000
6/27/2022,Pengiriman,1,0,15390000,13469303000
6/28/2022,Jasa Pemasangan,0,40000000,0,13509303000
6/29/2022,Jasa Pemasangan,0,39541000,0,13548844000
6/29/2022,Pengandaan Barang,0,38766000,0,13587610000
6/30/2022,Pengiriman,1,0,7434000,13580176000
7/1/2022,Pengandaan Barang,0,40000000,0,13620176000
7/1/2022,Pembelian Barang,1,0,18185000,13601991000
7/1/2022,Jasa Pemasangan,0,40000000,0,13641991000
7/2/2022,Pembelian Barang,1,0,14394000,13627597000
7/3/2022,Pengiriman,1,0,12380000,13615217000
7/3/2022,Pengiriman,1,0,16910000,13598307000
7/3/2022,Pengiriman,1,0,17933000,13580374000
7/4/2022,Pengandaan Barang,0,39827000,0,13620201000
7/4/2022,Pengandaan Barang,0,40000000,0,13660201000
7/4/2022,Pengandaan Barang,0,40000000,0,13700201000
7/5/2022,Pengandaan Barang,0,40000000,0,13740201000
7/5/2022,Pengiriman,1,0,11430000,13728771000
7/6/2022,Pembelian Barang,1,0,5356000,13723415000
7/7/2022,Pembelian Barang,1,0,5432000,13717983000
7/8/2022,Pembelian Barang,1,0,12798000,13705185000
7/8/2022,Jasa Pemasangan,0,39838000,0,13745023000
7/8/2022,Pembelian Barang,1,0,7274000,13737749000
7/9/2022,Jasa Pemasangan,0,40000000,0,13777749000
7/9/2022,Pengandaan Barang,0,40000000,0,13817749000
7/9/2022,Jasa Pemasangan,0,40000000,0,13857749000
7/10/2022,Pengandaan Barang,0,39499000,0,13897248000
7/10/2022,Pengiriman,1,0,11779000,13885469000
7/11/2022,Jasa Pemasangan,0,40000000,0,13925469000
7/12/2022,Pembelian Barang,1,0,6569000,13918900000
7/12/2022,Pengiriman,1,0,16374000,13902526000
7/13/2022,Pengandaan Barang,0,40000000,0,13942526000
7/14/2022,Pembelian Barang,1,0,16565000,13925961000
7/15/2022,Pengiriman,1,0,9872000,13916089000
7/15/2022,Pengiriman,1,0,9575000,13906514000
7/16/2022,Jasa Pemasangan,0,40000000,0,13946514000
7/16/2022,Pengiriman,1,0,7995000,13938519000
7/16/2022,Jasa Pemasangan,0,40000000,0,13978519000
7/17/2022,Pembelian Barang,1,0,7946000,13970573000
7/17/2022,Pengandaan Barang,0,40000000,0,14010573000
7/18/2022,Jasa Pemasangan,0,40000000,0,14050573000
7/18/2022,Pengandaan Barang,0,40000000,0,14090573000
7/19/2022,Pengandaan Barang,0,40000000,0,14130573000
7/19/2022,Pengandaan Barang,0,39093000,0,14169666000
7/19/2022,Jasa Pemasangan,0,40000000,0,14209666000
7/20/2022,Pengiriman,1,0,9443000,14200223000
7/20/2022,Jasa Pemasangan,0,39022000,0,14239245000
7/21/2022,Pengandaan Barang,0,38669000,0,14277914000
7/21/2022,Pengiriman,1,0,15570000,14262344000
7/21/2022,Pengiriman,1,0,11244000,14251100000
7/22/2022,Jasa Pemasangan,0,39141000,0,14290241000
7/23/2022,Pengiriman,1,0,16507000,14273734000
7/23/2022,Pengandaan Barang,0,38156000,0,14311890000
7/24/2022,Jasa Pemasangan,0,38164000,0,14350054000
7/24/2022,Jasa Pemasangan,0,38902000,0,14388956000
7/24/2022,Pengandaan Barang,0,40000000,0,14428956000
7/25/2022,Pembelian Barang,1,0,11280000,14417676000
7/25/2022,Jasa Pemasangan,0,39018000,0,14456694000
7/26/2022,Pengiriman,1,0,5241000,14451453000
7/26/2022,Pengandaan Barang,0,40000000,0,14491453000
7/27/2022,Jasa Pemasangan,0,39330000,0,14530783000
7/27/2022,Pengiriman,1,0,14636000,14516147000
7/28/2022,Pengiriman,1,0,6435000,14509712000
7/28/2022,Jasa Pemasangan,0,40000000,0,14549712000
7/29/2022,Pengandaan Barang,0,40000000,0,14589712000
7/30/2022,Jasa Pemasangan,0,40000000,0,14629712000
7/31/2022,Jasa Pemasangan,0,40000000,0,14669712000
8/1/2022,Jasa Pemasangan,0,40000000,0,14709712000
8/1/2022,Pembelian Barang,1,0,12592000,14697120000
8/2/2022,Jasa Pemasangan,0,39683000,0,14736803000
8/2/2022,Jasa Pemasangan,0,40000000,0,14776803000
8/3/2022,Pengandaan Barang,0,40000000,0,14816803000
8/3/2022,Pembelian Barang,1,0,6927000,14809876000
8/4/2022,Jasa Pemasangan,0,40000000,0,14849876000
8/5/2022,Pembelian Barang,1,0,11884000,14837992000
8/6/2022,Pembelian Barang,1,0,17912000,14820080000
8/7/2022,Jasa Pemasangan,0,39825000,0,14859905000
8/7/2022,Pengiriman,1,0,17287000,14842618000
8/7/2022,Pengiriman,1,0,10452000,14832166000
8/8/2022,Pembelian Barang,1,0,18436000,14813730000
8/9/2022,Pembelian Barang,1,0,5004000,14808726000
8/10/2022,Pengiriman,1,0,16346000,14792380000
8/10/2022,Pengandaan Barang,0,39244000,0,14831624000
8/11/2022,Jasa Pemasangan,0,40000000,0,14871624000
8/12/2022,Pembelian Barang,1,0,13803000,14857821000
8/12/2022,Pengandaan Barang,0,40000000,0,14897821000
8/13/2022,Jasa Pemasangan,0,39480000,0,14937301000
8/14/2022,Pengandaan Barang,0,40000000,0,14977301000
8/14/2022,Pembelian Barang,1,0,15502000,14961799000
8/14/2022,Jasa Pemasangan,0,39861000,0,15001660000
8/15/2022,Jasa Pemasangan,0,39159000,0,15040819000
8/16/2022,Jasa Pemasangan,0,39983000,0,15080802000
8/16/2022,Pengandaan Barang,0,40000000,0,15120802000
8/17/2022,Pengiriman,1,0,14197000,15106605000
8/17/2022,Jasa Pemasangan,0,40000000,0,15146605000
8/18/2022,Jasa Pemasangan,0,39226000,0,15185831000
8/18/2022,Pengiriman,1,0,12402000,15173429000
8/18/2022,Pengiriman,1,0,10451000,15162978000
8/19/2022,Pembelian Barang,1,0,10255000,15152723000
8/20/2022,Pembelian Barang,1,0,7170000,15145553000
8/20/2022,Pengandaan Barang,0,38236000,0,15183789000
8/20/2022,Pembelian Barang,1,0,6598000,15177191000
8/21/2022,Pembelian Barang,1,0,13487000,15163704000
8/21/2022,Pengiriman,1,0,15517000,15148187000
8/22/2022,Pembelian Barang,1,0,19724000,15128463000
8/22/2022,Pembelian Barang,1,0,19284000,15109179000
8/23/2022,Pengiriman,1,0,11439000,15097740000
8/24/2022,Pengiriman,1,0,7613000,15090127000
8/25/2022,Pembelian Barang,1,0,9654000,15080473000
8/25/2022,Pembelian Barang,1,0,9279000,15071194000
8/26/2022,Jasa Pemasangan,0,39924000,0,15111118000
8/26/2022,Pengiriman,1,0,17785000,15093333000
8/26/2022,Pembelian Barang,1,0,18371000,15074962000
8/27/2022,Jasa Pemasangan,0,40000000,0,15114962000
8/27/2022,Pengandaan Barang,0,40000000,0,15154962000
8/27/2022,Jasa Pemasangan,0,40000000,0,15194962000
8/28/2022,Jasa Pemasangan,0,39623000,0,15234585000
8/28/2022,Pengiriman,1,0,12777000,15221808000
8/28/2022,Jasa Pemasangan,0,38982000,0,15260790000
8/29/2022,Jasa Pemasangan,0,38951000,0,15299741000
8/29/2022,Pembelian Barang,1,0,10845000,15288896000
8/30/2022,Pengandaan Barang,0,39313000,0,15328209000
8/31/2022,Pembelian Barang,1,0,7640000,15320569000
8/31/2022,Pengiriman,1,0,19626000,15300943000
8/31/2022,Pengandaan Barang,0,40000000,0,15340943000
9/1/2022,Pengiriman,1,0,10586000,15330357000
9/1/2022,Pembelian Barang,1,0,10273000,15320084000
9/1/2022,Pengandaan Barang,0,40000000,0,15360084000
9/2/2022,Pembelian Barang,1,0,18971000,15341113000
9/2/2022,Pembelian Barang,1,0,12638000,15328475000
9/3/2022,Pembelian Barang,1,0,8279000,15320196000
9/3/2022,Pengiriman,1,0,17053000,15303143000
9/3/2022,Jasa Pemasangan,0,39565000,0,15342708000
9/4/2022,Pembelian Barang,1,0,7493000,15335215000
9/5/2022,Pengandaan Barang,0,40000000,0,15375215000
9/6/2022,Jasa Pemasangan,0,40000000,0,15415215000
9/6/2022,Pengandaan Barang,0,39007000,0,15454222000
9/6/2022,Pengiriman,1,0,19203000,15435019000
9/7/2022,Pengiriman,1,0,19735000,15415284000
9/7/2022,Pengiriman,1,0,15092000,15400192000
9/7/2022,Pengandaan Barang,0,38050000,0,15438242000
9/8/2022,Pengandaan Barang,0,40000000,0,15478242000
9/8/2022,Pembelian Barang,1,0,17127000,15461115000
9/8/2022,Pengandaan Barang,0,40000000,0,15501115000
9/9/2022,Pengandaan Barang,0,40000000,0,15541115000
9/10/2022,Jasa Pemasangan,0,39957000,0,15581072000
9/10/2022,Pengiriman,1,0,19250000,15561822000
9/11/2022,Jasa Pemasangan,0,40000000,0,15601822000
9/12/2022,Pembelian Barang,1,0,17140000,15584682000
9/12/2022,Pengandaan Barang,0,39616000,0,15624298000
9/13/2022,Pengandaan Barang,0,39290000,0,15663588000
9/13/2022,Pengandaan Barang,0,39117000,0,15702705000
9/14/2022,Pengiriman,1,0,17976000,15684729000
9/15/2022,Pengandaan Barang,0,40000000,0,15724729000
9/15/2022,Pengandaan Barang,0,40000000,0,15764729000
9/15/2022,Jasa Pemasangan,0,40000000,0,15804729000
9/16/2022,Pengandaan Barang,0,39933000,0,15844662000
9/17/2022,Jasa Pemasangan,0,40000000,0,15884662000
9/17/2022,Pengandaan Barang,0,40000000,0,15924662000
9/18/2022,Pembelian Barang,1,0,17663000,15906999000
9/18/2022,Pengandaan Barang,0,40000000,0,15946999000
9/19/2022,Pengandaan Barang,0,40000000,0,15986999000
9/19/2022,Pengandaan Barang,0,40000000,0,16026999000
9/20/2022,Pembelian Barang,1,0,8754000,16018245000
9/21/2022,Pembelian Barang,1,0,19322000,15998923000
9/21/2022,Pengandaan Barang,0,40000000,0,16038923000
9/21/2022,Jasa Pemasangan,0,40000000,0,16078923000
9/22/2022,Jasa Pemasangan,0,39762000,0,16118685000
9/22/2022,Jasa Pemasangan,0,40000000,0,16158685000
9/22/2022,Jasa Pemasangan,0,39108000,0,16197793000
9/23/2022,Jasa Pemasangan,0,40000000,0,16237793000
9/23/2022,Jasa Pemasangan,0,40000000,0,16277793000
9/24/2022,Jasa Pemasangan,0,40000000,0,16317793000
9/25/2022,Pengandaan Barang,0,39382000,0,16357175000
9/26/2022,Pembelian Barang,1,0,10958000,16346217000
9/27/2022,Pengiriman,1,0,16642000,16329575000
9/27/2022,Pengandaan Barang,0,39048000,0,16368623000
9/28/2022,Pembelian Barang,1,0,11068000,16357555000
9/29/2022,Pembelian Barang,1,0,11611000,16345944000
9/29/2022,Pengandaan Barang,0,38740000,0,16384684000
9/29/2022,Jasa Pemasangan,0,39352000,0,16424036000
9/30/2022,Pengiriman,1,0,17855000,16406181000
10/1/2022,Jasa Pemasangan,0,40000000,0,16446181000
10/2/2022,Jasa Pemasangan,0,40000000,0,16486181000
10/2/2022,Pengandaan Barang,0,40000000,0,16526181000
10/3/2022,Pengandaan Barang,0,40000000,0,16566181000
10/4/2022,Pengandaan Barang,0,40000000,0,16606181000
10/4/2022,Pembelian Barang,1,0,18216000,16587965000
10/5/2022,Pengandaan Barang,0,39131000,0,16627096000
10/5/2022,Pembelian Barang,1,0,12566000,16614530000
10/5/2022,Pengandaan Barang,0,38828000,0,16653358000
10/6/2022,Pembelian Barang,1,0,14746000,16638612000
10/6/2022,Pengandaan Barang,0,38564000,0,16677176000
10/7/2022,Pengandaan Barang,0,39012000,0,16716188000
10/8/2022,Jasa Pemasangan,0,39986000,0,16756174000
10/8/2022,Jasa Pemasangan,0,39759000,0,16795933000
10/8/2022,Pengiriman,1,0,18532000,16777401000
10/9/2022,Jasa Pemasangan,0,40000000,0,16817401000
10/10/2022,Pengandaan Barang,0,39227000,0,16856628000
10/10/2022,Pengandaan Barang,0,39896000,0,16896524000
10/11/2022,Pengiriman,1,0,19621000,16876903000
10/11/2022,Jasa Pemasangan,0,38954000,0,16915857000
10/12/2022,Jasa Pemasangan,0,38104000,0,16953961000
10/13/2022,Pembelian Barang,1,0,7482000,16946479000
10/13/2022,Pengiriman,1,0,14321000,16932158000
10/13/2022,Pengandaan Barang,0,38694000,0,16970852000
10/14/2022,Pembelian Barang,1,0,19263000,16951589000
10/14/2022,Pembelian Barang,1,0,18292000,16933297000
10/15/2022,Jasa Pemasangan,0,39906000,0,16973203000
10/15/2022,Pembelian Barang,1,0,15858000,16957345000
10/15/2022,Pengiriman,1,0,15598000,16941747000
10/16/2022,Pengiriman,1,0,11869000,16929878000
10/16/2022,Pengiriman,1,0,18603000,16911275000
10/16/2022,Pembelian Barang,1,0,12249000,16899026000
10/17/2022,Jasa Pemasangan,0,40000000,0,16939026000
10/18/2022,Pembelian Barang,1,0,8841000,16930185000
10/18/2022,Pengiriman,1,0,16984000,16913201000
10/18/2022,Pengandaan Barang,0,40000000,0,16953201000
10/19/2022,Pengandaan Barang,0,40000000,0,16993201000
10/19/2022,Jasa Pemasangan,0,39159000,0,17032360000
10/20/2022,Pengiriman,1,0,11713000,17020647000
10/21/2022,Jasa Pemasangan,0,40000000,0,17060647000
10/21/2022,Jasa Pemasangan,0,40000000,0,17100647000
10/21/2022,Pengandaan Barang,0,39529000,0,17140176000
10/22/2022,Pengandaan Barang,0,39082000,0,17179258000
10/23/2022,Pengandaan Barang,0,40000000,0,17219258000
10/24/2022,Pembelian Barang,1,0,11765000,17207493000
10/25/2022,Pengiriman,1,0,10950000,17196543000
10/26/2022,Pembelian Barang,1,0,17057000,17179486000
10/26/2022,Pengiriman,1,0,17687000,17161799000
10/27/2022,Pengiriman,1,0,10645000,17151154000
10/27/2022,Pengandaan Barang,0,39927000,0,17191081000
10/27/2022,Jasa Pemasangan,0,40000000,0,17231081000
10/28/2022,Pengiriman,1,0,19113000,17211968000
10/28/2022,Pembelian Barang,1,0,5695000,17206273000
10/28/2022,Pengandaan Barang,0,39201000,0,17245474000
10/29/2022,Pengandaan Barang,0,38385000,0,17283859000
10/29/2022,Pengiriman,1,0,5966000,17277893000
10/29/2022,Pengandaan Barang,0,39547000,0,17317440000
10/30/2022,Jasa Pemasangan,0,40000000,0,17357440000
10/30/2022,Jasa Pemasangan,0,39224000,0,17396664000
10/31/2022,Jasa Pemasangan,0,39446000,0,17436110000
10/31/2022,Pengandaan Barang,0,40000000,0,17476110000
10/31/2022,Pembelian Barang,1,0,13981000,17462129000
11/1/2022,Pengandaan Barang,0,40000000,0,17502129000
11/2/2022,Jasa Pemasangan,0,40000000,0,17542129000
11/3/2022,Pengiriman,1,0,12281000,17529848000
11/3/2022,Jasa Pemasangan,0,39456000,0,17569304000
11/3/2022,Pengandaan Barang,0,39162000,0,17608466000
11/4/2022,Pembelian Barang,1,0,11702000,17596764000
11/5/2022,Pengiriman,1,0,6215000,17590549000
11/5/2022,Pengandaan Barang,0,38964000,0,17629513000
11/5/2022,Pengandaan Barang,0,40000000,0,17669513000
11/6/2022,Pembelian Barang,1,0,13300000,17656213000
11/7/2022,Jasa Pemasangan,0,39892000,0,17696105000
11/7/2022,Pengiriman,1,0,13905000,17682200000
11/8/2022,Pengandaan Barang,0,40000000,0,17722200000
11/8/2022,Pengandaan Barang,0,39008000,0,17761208000
11/9/2022,Pembelian Barang,1,0,11538000,17749670000
11/10/2022,Pengiriman,1,0,8583000,17741087000
11/10/2022,Pengandaan Barang,0,38253000,0,17779340000
11/11/2022,Pembelian Barang,1,0,13288000,17766052000
11/11/2022,Pembelian Barang,1,0,11238000,17754814000
11/12/2022,Jasa Pemasangan,0,37708000,0,17792522000
11/12/2022,Pembelian Barang,1,0,14946000,17777576000
11/13/2022,Pengiriman,1,0,15707000,17761869000
11/13/2022,Jasa Pemasangan,0,38989000,0,17800858000
11/14/2022,Pengandaan Barang,0,40000000,0,17840858000
11/14/2022,Jasa Pemasangan,0,40000000,0,17880858000
11/15/2022,Pengandaan Barang,0,39720000,0,17920578000
11/15/2022,Pembelian Barang,1,0,17296000,17903282000
11/16/2022,Pengandaan Barang,0,39573000,0,17942855000
11/16/2022,Pengiriman,1,0,19730000,17923125000
11/16/2022,Jasa Pemasangan,0,38918000,0,17962043000
11/17/2022,Pembelian Barang,1,0,9763000,17952280000
11/17/2022,Jasa Pemasangan,0,38997000,0,17991277000
11/17/2022,Pengandaan Barang,0,40000000,0,18031277000
11/18/2022,Jasa Pemasangan,0,40000000,0,18071277000
11/18/2022,Pengandaan Barang,0,40000000,0,18111277000
11/19/2022,Pengandaan Barang,0,40000000,0,18151277000
11/20/2022,Pengandaan Barang,0,40000000,0,18191277000
11/21/2022,Jasa Pemasangan,0,39943000,0,18231220000
11/21/2022,Pengandaan Barang,0,40000000,0,18271220000
11/22/2022,Pengandaan Barang,0,39266000,0,18310486000
11/23/2022,Jasa Pemasangan,0,39884000,0,18350370000
11/23/2022,Pembelian Barang,1,0,17580000,18332790000
11/24/2022,Pengandaan Barang,0,39463000,0,18372253000
11/24/2022,Pengiriman,1,0,10219000,18362034000
11/25/2022,Jasa Pemasangan,0,40000000,0,18402034000
11/26/2022,Pengiriman,1,0,18560000,18383474000
11/27/2022,Pengandaan Barang,0,40000000,0,18423474000
11/27/2022,Pengandaan Barang,0,40000000,0,18463474000
11/28/2022,Pengiriman,1,0,13698000,18449776000
11/28/2022,Pengandaan Barang,0,40000000,0,18489776000
11/28/2022,Pembelian Barang,1,0,6092000,18483684000
11/29/2022,Pembelian Barang,1,0,14524000,18469160000
11/29/2022,Pembelian Barang,1,0,16392000,18452768000
11/29/2022,Pengiriman,1,0,10785000,18441983000
11/30/2022,Pengiriman,1,0,11781000,18430202000
12/1/2022,Jasa Pemasangan,0,40000000,0,18470202000
12/2/2022,Pengandaan Barang,0,40000000,0,18510202000
12/3/2022,Pengiriman,1,0,12422000,18497780000
12/4/2022,Pengiriman,1,0,6193000,18491587000
12/5/2022,Pengandaan Barang,0,40000000,0,18531587000
12/5/2022,Pembelian Barang,1,0,19145000,18512442000
12/6/2022,Pengandaan Barang,0,39994000,0,18552436000
12/6/2022,Pengiriman,1,0,15497000,18536939000
12/6/2022,Pengiriman,1,0,5980000,18530959000
12/7/2022,Pengiriman,1,0,7537000,18523422000
12/8/2022,Pembelian Barang,1,0,8648000,18514774000
12/8/2022,Pengandaan Barang,0,39450000,0,18554224000
12/9/2022,Jasa Pemasangan,0,40000000,0,18594224000
12/9/2022,Pengandaan Barang,0,40000000,0,18634224000
12/9/2022,Jasa Pemasangan,0,40000000,0,18674224000
12/10/2022,Pembelian Barang,1,0,15697000,18658527000
12/10/2022,Pembelian Barang,1,0,6093000,18652434000
12/10/2022,Pembelian Barang,1,0,6895000,18645539000
12/11/2022,Jasa Pemasangan,0,40000000,0,18685539000
12/11/2022,Jasa Pemasangan,0,39030000,0,18724569000
12/11/2022,Pengiriman,1,0,10079000,18714490000
12/12/2022,Pengiriman,1,0,18754000,18695736000
12/13/2022,Pengiriman,1,0,5928000,18689808000
12/14/2022,Jasa Pemasangan,0,40000000,0,18729808000
12/14/2022,Jasa Pemasangan,0,40000000,0,18769808000
12/14/2022,Pengandaan Barang,0,39987000,0,18809795000
12/15/2022,Jasa Pemasangan,0,39175000,0,18848970000
12/15/2022,Jasa Pemasangan,0,40000000,0,18888970000
12/16/2022,Pengiriman,1,0,10662000,18878308000
12/16/2022,Pengiriman,1,0,9571000,18868737000
12/17/2022,Pembelian Barang,1,0,9472000,18859265000
12/17/2022,Pengiriman,1,0,6409000,18852856000
12/17/2022,Pengiriman,1,0,16498000,18836358000
12/18/2022,Pembelian Barang,1,0,16782000,18819576000
12/19/2022,Jasa Pemasangan,0,39754000,0,18859330000
12/19/2022,Jasa Pemasangan,0,39784000,0,18899114000
12/20/2022,Jasa Pemasangan,0,40000000,0,18939114000
12/20/2022,Jasa Pemasangan,0,40000000,0,18979114000
12/21/2022,Jasa Pemasangan,0,40000000,0,19019114000
12/21/2022,Jasa Pemasangan,0,39260000,0,19058374000
12/21/2022,Jasa Pemasangan,0,40000000,0,19098374000
12/22/2022,Pengiriman,1,0,14590000,19083784000
12/22/2022,Pengandaan Barang,0,40000000,0,19123784000
12/22/2022,Pembelian Barang,1,0,8827000,19114957000
12/23/2022,Pembelian Barang,1,0,17382000,19097575000
12/23/2022,Jasa Pemasangan,0,40000000,0,19137575000
12/24/2022,Jasa Pemasangan,0,40000000,0,19177575000
12/24/2022,Pengandaan Barang,0,40000000,0,19217575000
12/25/2022,Pengandaan Barang,0,39423000,0,19256998000
12/26/2022,Jasa Pemasangan,0,38622000,0,19295620000
12/26/2022,Jasa Pemasangan,0,39053000,0,19334673000
12/27/2022,Pengandaan Barang,0,39055000,0,19373728000
12/28/2022,Jasa Pemasangan,0,39487000,0,19413215000
12/28/2022,Pengiriman,1,0,16416000,19396799000
12/29/2022,Jasa Pemasangan,0,40000000,0,19436799000
12/29/2022,Jasa Pemasangan,0,40000000,0,19476799000
12/30/2022,Pengiriman,1,0,14810000,19461989000
12/31/2022,Pengiriman,1,0,18392000,19443597000
12/31/2022,Jasa Pemasangan,0,39192000,0,19482789000
12/31/2022,Pembelian Barang,1,0,14347000,19468442000
1/1/2023,Pengandaan Barang,0,39478000,0,19507920000
1/2/2023,Pembelian Barang,1,0,9079000,19498841000
1/2/2023,Jasa Pemasangan,0,40000000,0,19538841000
1/3/2023,Pengandaan Barang,0,40000000,0,19578841000
1/4/2023,Pengandaan Barang,0,40000000,0,19618841000
1/4/2023,Jasa Pemasangan,0,39103000,0,19657944000
1/4/2023,Jasa Pemasangan,0,40000000,0,19697944000
1/5/2023,Pengandaan Barang,0,40000000,0,19737944000
1/6/2023,Pengiriman,1,0,13923000,19724021000
1/6/2023,Pengandaan Barang,0,40000000,0,19764021000
1/6/2023,Jasa Pemasangan,0,39872000,0,19803893000
1/7/2023,Pembelian Barang,1,0,13856000,19790037000
1/7/2023,Pembelian Barang,1,0,6607000,19783430000
1/8/2023,Pengiriman,1,0,16223000,19767207000
1/8/2023,Pengandaan Barang,0,39809000,0,19807016000
1/8/2023,Pengiriman,1,0,10626000,19796390000
1/9/2023,Pengandaan Barang,0,40000000,0,19836390000
1/9/2023,Jasa Pemasangan,0,39665000,0,19876055000
1/10/2023,Pengandaan Barang,0,40000000,0,19916055000
